Docket Entry ID,Document ID,Description,Label
412059750,,"ELECTRONIC ORDER: Defendant's letter application 7 with the consent of the plaintiff is GRANTED. By June 10, 2024 the defendants shall serve and file an answer to the complaint. Ordered by Judge Frederic Block on 5/13/2024. (MI)",order
412059751,,Set/Reset Hearings: In Person Pre-Motion Conference set for 9/11/2024 03:30 PM before Judge Frederic Block. (MI),other
412059752,,"SCHEDULING ORDER: The in person pre-motion conference scheduled for September 11, 2024 is being adjourned by the Court to October 22, 2024 @ 4:00 pm, due to a conflict with the Court's calendar. Upon receipt of this email counsel shall confirm with each other the new date and time of this in person pre-motion conference. Ordered by Judge Frederic Block on 9/10/2024. (MI)",order
412059753,,"Minute Entry for proceedings held before Judge Frederic Block: Meer Md. Mizanur Rahman, Esq. for the plaintiff and David Saavedra, Esq. for the defendants. Pre-motion conference held on 10/22/2024. Plaintiffs counsel failed to appear. Defendants anticipated motion to dismiss was discussed. By October 29, 2024 counsel shall file a letter with their agreed upon briefing schedule. Counsel may modify their agreed upon briefing schedule without court approval. Counsel shall file a letter notifying the Court of their modified agreed upon briefing schedule. Counsel shall serve and file their fully briefed motion according to J. Blocks motion rules. The Court does not require a courtesy copy of the motion papers. (Court Reporter: Not Reported) (MI)",other
412059754,,"SCHEDULING ORDER: The Court held a pre-motion conference on October 22, 2024 whereby the defendant's anticipated motion to dismiss was discussed. Counsel were instructed to file a letter with their agreed upon briefing scheduled by October 29, 2024. Counsel have not yet filed a letter with their agreed upon briefing schedule. By November 8, 2024 counsel shall file a letter with their agreed upon briefing schedule. Counsel may modify their agreed upon briefing schedule without court approval. Counsel shall file a letter notifying the Court of their modified agreed upon briefing schedule. Counsel shall serve and file their fully briefed motion according to J. Blocks motion rules. The Court does not require a courtesy copy of the motion papers. Ordered by Judge Frederic Block on 10/31/2024. (MI)",order
412059755,,"SCHEDULING ORDER: Defendants letter application 10 with the consent of the plaintiff is GRANTED. The Court adopts the parties agreed upon briefing schedule. By February 7, 2025 defendants shall file their fully briefed motion to dismiss. Counsel may modify their agreed upon briefing schedule without court approval. Counsel shall file a letter notifying the Court of their modified agreed upon briefing schedule. Counsel shall follow J. Block's motion rules, specifically section 2(D) when filing their motions. The Court does not require a courtesy copy of the motion papers. Ordered by Judge Frederic Block on 10/31/2024. (MI)",order
412059756,,***NOTICE TO ATTORNEY REGARDING PARTY MODIFICATION. Notice to attorney Steven Anthony Morelli. The party information for the following party/parties has been modified: Kaye Houlihan and Dorish Fuentes-Munoz. The information for the party/parties has been modified for the following reason/reasons: party text was omitted. (pc),other
412059757,,***NOTICE TO ATTORNEY REGARDING CASE OPENING STATISTICAL ERROR CORRECTION: Notice to attorney Steven Anthony Morelli. The following case opening statistical information was erroneously selected/entered: County code New York. The following correction(s) have been made to your case entry: the County code has been modified to Queens. (pc),other
412059758,,"CASE OPENING INITIAL ASSIGNMENT NOTICE: The above-entitled action is assigned to Judge Vernon S. Broderick. Please download and review the Individual Practices of the assigned District Judge, located at http://nysd.uscourts.gov/judges/District. Attorneys are responsible for providing courtesy copies to judges where their Individual Practices require such. Please download and review the ECF Rules and Instructions, located at http://nysd.uscourts.gov/ecf_filing.php. (pc)",other
412059759,,Magistrate Judge Henry B. Pitman is so designated. (pc),other
412059760,,Case Designated ECF. (pc),other
412059761,,"ELECTRONIC SUMMONS ISSUED as to Dorish Munoz Fuentes, Kaye Houlihan, New York City Department Of Education,. (pc) (Entered: 12/07/2015)",other
412059762,,"***NOTICE TO ATTORNEY REGARDING DEFICIENT PLEADING. Notice to Attorney Steven Anthony Morelli to RE-FILE Document No. 1 Complaint,. The filing is deficient for the following reason(s): the pleading was not signed by the attorney who filed it. (pc)",other
412059763,,"COMPLAINT against Dorish Munoz Fuentes, Kaye Houlihan, New York City Department Of Education,. Document filed by Rimma Kunik.(Kallus, Mindy) (Entered: 12/18/2015)",pleading
412059764,,"***NOTICE TO ATTORNEY TO RE-FILE DOCUMENT - EVENT TYPE ERROR. Notice to Attorney Jonathan A Tand to RE-FILE Document 16 FIRST LETTER MOTION to Substitute Attorney. Old Attorney: Steven A.Morelli, New Attorney: Jonathan A. Tand in response to Defendants May 13, 2016 letter addressed to Judge Vernon S. Broderick from Jonathan A. Tand dated 6/1/16. Use the event type Letter found under the event list Other Documents. (db)",other
412059765,,Minute Entry for proceedings held before Judge Vernon S. Broderick: Pre-Motion Conference held on 7/13/2016. (Court Reporter Raquel Robles) (msa),other
412059766,,"Set/Reset Hearings: Discovery Hearing set for 7/26/2018 at 02:00 PM in Courtroom 18A, 500 Pearl Street, New York, NY 10007 before Magistrate Judge Henry B. Pitman. (ajc)",other
412059727,425311950,Close Bankruptcy Case,other
412059728,425311951,Close Bankruptcy Case,other
412059729,425311952,Close Bankruptcy Case,other
412059730,,***NOTICE TO ATTORNEY TO ELECTRONICALLY FILE CIVIL COVER SHEET. Notice to Attorney Yevgeny Samokhleb. Attorney must electronically file the Civil Cover Sheet. Use the event type Civil Cover Sheet found under the event list Other Documents. (gp),other
412059731,,"***NOTICE TO ATTORNEY REGARDING DEFICIENT PLEADING. Notice to Attorney Yevgeny Samokhleb to RE-FILE Document No. 1 Complaint,. The filing is deficient for the following reason(s): the PDF attached to the docket entry for the pleading is not correct (WRONG CASE NUMBER) AND the wrong event type was used to file the pleading.. Re-file the pleading using the event type Complaint/Petition in the Nature of Mandamus found under the event list Complaints and Other Initiating Documents - attach the correct signed PDF - select the individually named filer/filers - select the individually named party/parties the pleading is against. If the deficiency/deficiencies are not corrected within five (5) days per Amended Standing Order 15-mc-00131 this case will be administratively closed. Initial Pleading due by 2/5/2024. (gp)",other
412059732,,***NOTICE TO ATTORNEY REGARDING DEFICIENT REQUEST FOR ISSUANCE OF SUMMONS. Notice to Attorney Yevgeny Samokhleb to RE-FILE Document No. 2. The filing is deficient for the following reason(s): The summons requested was not processed due to the deficient pleading. Please file your request for summons when you correct and refile your pleading.. Re-file the document using the event type Request for Issuance of Summons found under the event list Service of Process - select the correct filer/filers - and attach the correct summons form PDF. (gp),other
412059733,,***NOTICE TO ATTORNEY REGARDING PARTY MODIFICATION. Notice to attorney Yevgeny Samokhleb. The party information for the following party/parties has been modified: all defendants. The information for the party/parties has been modified for the following reason/reasons: party text was omitted. (gp),other
412059734,,"CASE OPENING INITIAL ASSIGNMENT NOTICE: The above-entitled action is assigned to Judge Dale E. Ho. Please download and review the Individual Practices of the assigned District Judge, located at https://nysd.uscourts.gov/judges/district-judges. Attorneys are responsible for providing courtesy copies to judges where their Individual Practices require such. Please download and review the ECF Rules and Instructions, located at https://nysd.uscourts.gov/rules/ecf-related-instructions..(gp)",other
412059735,,Magistrate Judge Jennifer Willis is designated to handle matters that may be referred in this case. Pursuant to 28 U.S.C. Section 636(c) and Fed. R. Civ. P. 73(b)(1) parties are notified that they may consent to proceed before a United States Magistrate Judge. Parties who wish to consent may access the necessary form at the following link: https://nysd.uscourts.gov/sites/default/files/2018-06/AO-3.pdf. (gp),other
412059736,,Case Designated ECF. (gp),other
412059737,,"ANSWER (Re: 17 Amended Complaint ) by Whataburger Restaurants, LLC (Winter, Robert) (Entered: 08/13/2020)",pleading
412059738,,"ORDER by Judge Gregory K Frizzell, directing parties to file joint status report ( Status Report due by 9/4/2020) (lah, Chambers) (Entered: 08/14/2020)",order
412059739,,"Unopposed MOTION to Stay Pending Arbitration by Whataburger Restaurants, LLC (Winter, Robert) (Entered: 09/03/2020)",motion
412059740,,"ORDER by Judge Gregory K Frizzell granting stay of case pending arbitration ; staying case; granting 20 Motion to Stay (lah, Chambers) (Entered: 09/08/2020)",order
412059741,,"STIPULATION of Dismissal, closing case, by Ephraim H Lira (Frasier, Frank) (Entered: 11/06/2020)",other
412059742,,"***Civil Case Terminated (see document number 22 ) (sac, Dpty Clk)",other
412059743,,"MINUTE ORDER by Court Clerk reassigning the magistrate judge in this case pursuant to General Order 20-37, reassigning case to Magistrate Judge Christine D Little, Magistrate Judge Frank H McCarthy no longer assigned to case, changing case number to 20-cv-216-GKF-CDL (This entry is the Official Order of the Court. No document is attached.) (a-hc, Dpty Clk) (Entered: 11/07/2020)",order
412059744,,"MINUTE ORDER: The docket reflects that no proof of service has been filed as required by the Federal Rules of Civil Procedure and this Court's Local Civil Rules. See Fed. R. Civ. P. 4(l)(1); LCvR 5.3. Plaintiff is advised that service must be accomplished consistent with Federal Rule of Civil Procedure 4. Plaintiff is further advised that, under Federal Rule of Civil Procedure 4(m), she must serve Defendants within 90 days of filing her complaint or show good cause for an extension. Failure to serve Defendants within 90 days--here, by August 1, 2024--or to show good cause for an extension may result in dismissal of this action. Finally, Plaintiff is advised that she must comply with the proof-of-service requirement of Federal Rule of Civil Procedure 4(l)(1). Thus, it is hereby ORDERED that, to avoid dismissal of this action, Plaintiff shall, by August 1, 2024, either (1) cause process to be served on Defendants and file proof of service with the Court, or (2) move to enlarge time to serve process and show good cause for failing to serve process timely. Signed by Judge Timothy J. Kelly on 7/10/2024. (lctjk3)",order
412059745,,"MINUTE ORDER: Upon consideration of Defendants' 4 Consent Motion to Stay Proceedings, it is hereby ORDERED that the motion is GRANTED. It is further ORDERED that this case is STAYED until September 12, 2024. It is further ORDERED that the parties shall file, by September 12, 2024, a joint status report setting forth their proposal for how this case should proceed. Signed by Judge Timothy J. Kelly on 7/30/2024. (lctjk3)",order
412059746,,Case Stayed. (zkh),other
412059707,425311930,Close Bankruptcy Case,other
412059708,425311931,Close Bankruptcy Case,other
412059709,425311932,Close Bankruptcy Case,other
412059710,425311933,Close Bankruptcy Case,other
412059711,425311934,Close Bankruptcy Case,other
412059712,425311935,Close Bankruptcy Case,other
412059713,425311936,Close Bankruptcy Case,other
412059714,425311937,Close Bankruptcy Case,other
412059715,425311938,Close Bankruptcy Case,other
412059716,425311939,Close Bankruptcy Case,other
412059717,425311940,Close Bankruptcy Case,other
412059718,425311941,Close Bankruptcy Case,other
412059719,425311942,Close Bankruptcy Case,other
412059720,425311943,Close Bankruptcy Case,other
412059721,425311944,Close Bankruptcy Case,other
412059722,425311945,Close Bankruptcy Case,other
412059723,425311946,Close Bankruptcy Case,other
412059724,425311947,Close Bankruptcy Case,other
412059725,425311948,Close Bankruptcy Case,other
412059726,425311949,Close Bankruptcy Case,other
412059687,425311910,Order to Continue - Ends of Justice AND ~Util - Set/Reset Deadlines/Hearings AND ~Util - Terminate Motions,order
412059688,425311911,Order to Continue - Ends of Justice AND ~Util - Set/Reset Deadlines/Hearings AND ~Util - Terminate Motions,order
412059689,425311912,Summons Issued,other
412060427,425313014,Medical Literature,other
412060428,425313022,notice of voluntary dismissal,other
412059690,425311913,Notice of Mortgage Payment Change(Ch. 13 Only),other
412059691,425311914,Notice of Payment Change (No Proof of Claim Filed),other
412059692,425311915,Certificate of Service of Notice of Hearing,other
412059693,425311916,Delay Discharge,other
412059694,425311917,Chapter 7 Statements - Monthly Income Form (122A-1)/Exemption Presumption of Abuse (122A-1Supp),other
412059695,425311918,Certificate of Non-Contested Matter,other
412059696,425311919,Certificate of Budget and Credit Counseling Course,other
412059697,425311920,Voluntary Petition (Chapter 7),pleading
412059698,425311921,Auto Assignment of Meeting of Creditors 7,other
412059699,425311922,Close Bankruptcy Case,other
412059700,425311923,Auto Assignment of Meeting of Creditors 7,other
412059701,425311924,Auto Assignment of Meeting of Creditors 7,other
412059702,425311925,Confirmation Status Report,other
412059703,425311926,Close Bankruptcy Case,other
412059704,425311927,Close Bankruptcy Case,other
412059705,425311928,Close Bankruptcy Case,other
412059706,425311929,Close Bankruptcy Case,other
412059669,425311891,Discharging Debtor - Auto,other
412059670,425311892,Discharging Debtor - Auto,other
412059671,425311893,Discharging Debtor - Auto,other
412059672,425311894,Discharging Debtor - Auto,other
412059673,425311895,Discharging Debtor - Auto,other
412059674,425311896,Discharging Debtor - Auto,other
412059675,425311897,Discharging Debtor - Auto,other
412059676,425311898,Declaration,declaration
412059677,425311899,Opposition,motion
412059678,425311900,Declaration,declaration
412059679,425311901,Stay Pending Appeal (motion),motion
412059680,425311902,Notice of Appeal and Statement of Election (Official Form 417A),other
412059681,425311903,Certificate of Credit Counseling (Per Part 5 of Voluntary Petition),other
412059682,425311904,Notice of Lodgment,other
412059683,425311905,Declaration by Debtor as to Whether Db Received Income From an Employer  (LBR Form F1002-1),declaration
412059684,425311906,Declaration,declaration
412059685,,"PAPERLESS ORDER granting Defendant's Unopposed Motion for Extension of Time to Respond to the Complaint, ECF No. 7 . Defendant Equity One (Florida Portfolio) LLC shall file a response to the Complaint no later than October 18, 2024. Signed by Judge Beth Bloom (jkk) (Entered: 09/23/2024)",order
412059686,,Set Response/Answer Due Deadline: EQUITY ONE (FLORIDA PORTFOLIO) LLC response/answer due 10/18/2024. Per DE 8 . (wce),other
412059649,425311871,Discharging Debtor - Auto,other
412059650,425311872,Discharging Debtor - Auto,other
412059651,425311873,Discharging Debtor - Auto,other
412059652,425311874,Discharging Debtor - Auto,other
412059653,425311875,Discharging Debtor - Auto,other
412059654,425311876,Discharging Debtor - Auto,other
412059655,425311877,Discharging Debtor - Auto,other
412059656,425311878,Discharging Debtor - Auto,other
412059657,425311879,Discharging Debtor - Auto,other
412059658,425311880,Discharging Debtor - Auto,other
412059659,425311881,Discharging Debtor - Auto,other
412059660,425311882,Discharging Debtor - Auto,other
412059661,425311883,Discharging Debtor - Auto,other
412059662,425311884,Discharging Debtor - Auto,other
412059663,425311885,Discharging Debtor - Auto,other
412059664,425311886,Discharging Debtor - Auto,other
412059665,425311887,Discharging Debtor - Auto,other
412059666,425311888,Discharging Debtor - Auto,other
412059667,425311889,Discharging Debtor - Auto,other
412059668,425311890,Discharging Debtor - Auto,other
412059629,425311851,Discharging Debtor - Auto,other
412059630,425311852,Discharging Debtor - Auto,other
412059631,425311853,Discharging Debtor - Auto,other
412059632,425311854,Discharging Debtor - Auto,other
412059633,425311855,Discharging Debtor - Auto,other
412059634,425311856,Discharging Debtor - Auto,other
412059635,425311857,Discharging Debtor - Auto,other
412059636,425311858,Discharging Debtor - Auto,other
412059637,425311859,Discharging Debtor - Auto,other
412059638,425311860,Discharging Debtor - Auto,other
412059639,425311861,Discharging Debtor - Auto,other
412059640,425311862,Discharging Debtor - Auto,other
412059641,425311863,Discharging Debtor - Auto,other
412059642,425311864,Discharging Debtor - Auto,other
412059643,425311865,Discharging Debtor - Auto,other
412059644,425311866,Discharging Debtor - Auto,other
412059645,425311867,Discharging Debtor - Auto,other
412059646,425311868,Discharging Debtor - Auto,other
412059647,425311869,Discharging Debtor - Auto,other
412059648,425311870,Discharging Debtor - Auto,other
412059609,425311831,Discharging Debtor - Auto,other
412059610,425311832,Discharging Debtor - Auto,other
412059611,425311833,Discharging Debtor - Auto,other
412059612,425311834,Discharging Debtor - Auto,other
412059613,425311835,Discharging Debtor - Auto,other
412059614,425311836,Discharging Debtor - Auto,other
412059615,425311837,Discharging Debtor - Auto,other
412059616,425311838,Discharging Debtor - Auto,other
412059617,425311839,Discharging Debtor - Auto,other
412059618,425311840,Discharging Debtor - Auto,other
412059619,425311841,Discharging Debtor - Auto,other
412059620,425311842,Discharging Debtor - Auto,other
412059621,425311843,Discharging Debtor - Auto,other
412059622,425311844,Discharging Debtor - Auto,other
412059623,425311845,Discharging Debtor - Auto,other
412059624,425311846,Discharging Debtor - Auto,other
412059625,425311847,Discharging Debtor - Auto,other
412059626,425311848,Discharging Debtor - Auto,other
412059627,425311849,Discharging Debtor - Auto,other
412059628,425311850,Discharging Debtor - Auto,other
412059589,425311811,Discharging Debtor - Auto,other
412059590,425311812,Discharging Debtor - Auto,other
412059591,425311813,Discharging Debtor - Auto,other
412059592,425311814,Discharging Debtor - Auto,other
412059593,425311815,Discharging Debtor - Auto,other
412059594,425311816,Notice,other
412059595,425311817,Discharging Debtor - Auto,other
412059596,425311818,Discharging Debtor - Auto,other
412059597,425311819,Discharging Debtor - Auto,other
412059598,425311820,Discharging Debtor - Auto,other
412059599,425311821,Discharging Debtor - Auto,other
412059600,425311822,Discharging Debtor - Auto,other
412059601,425311823,Discharging Debtor - Auto,other
412059602,425311824,Discharging Debtor - Auto,other
412059603,425311825,Discharging Debtor - Auto,other
412059604,425311826,Discharging Debtor - Auto,other
412059605,425311827,Discharging Debtor - Auto,other
412059606,425311828,Discharging Debtor - Auto,other
412059607,425311829,Discharging Debtor - Auto,other
412059608,425311830,Discharging Debtor - Auto,other
412059569,425311791,Discharging Debtor - Auto,other
412059570,425311792,Discharging Debtor - Auto,other
412059571,425311793,Discharging Debtor - Auto,other
412059572,425311794,Discharging Debtor - Auto,other
412059573,425311795,Discharging Debtor - Auto,other
412059574,425311796,Discharging Debtor - Auto,other
412059575,425311797,Discharging Debtor - Auto,other
412059576,425311798,Discharging Debtor - Auto,other
412059577,425311799,Discharging Debtor - Auto,other
412059578,425311800,Discharging Debtor - Auto,other
412059579,425311801,Discharging Debtor - Auto,other
412059580,425311802,Discharging Debtor - Auto,other
412059581,425311803,Discharging Debtor - Auto,other
412059582,425311804,Discharging Debtor - Auto,other
412059583,425311805,Discharging Debtor - Auto,other
412059584,425311806,Discharging Debtor - Auto,other
412059585,425311807,Continue,other
412059586,425311808,Discharging Debtor - Auto,other
412059587,425311809,Discharging Debtor - Auto,other
412059588,425311810,Discharging Debtor - Auto,other
412059549,425311771,Pro Bono Representation of Debtor,other
412059550,425311772,Administrative Motion to File Under Seal,motion
412059551,425311773,Pro Bono Representation of Debtor,other
412059552,425311774,Initial Case Management Scheduling Order with ADR Deadlines,order
412059553,425311775,Personal Financial Management Course Certificate,other
412059554,425311776,Discharging Debtor - Auto,other
412059555,425311777,Discharging Debtor - Auto,other
412059556,425311778,Discharging Debtor - Auto,other
412059557,425311779,Discharging Debtor - Auto,other
412059558,425311780,Discharging Debtor - Auto,other
412059559,425311781,Discharging Debtor - Auto,other
412059560,425311782,Discharging Debtor - Auto,other
412059561,425311783,Discharging Debtor - Auto,other
412059562,425311784,Discharging Debtor - Auto,other
412059563,425311785,Discharging Debtor - Auto,other
412059564,425311786,Discharging Debtor - Auto,other
412059565,425311787,Discharging Debtor - Auto,other
412059566,425311788,Discharging Debtor - Auto,other
412059567,425311789,Discharging Debtor - Auto,other
412059568,425311790,Discharging Debtor - Auto,other
412059529,425311751,Meeting of Creditors 7 (No Asset),other
412059530,425311752,Meeting of Creditors 7 (No Asset),other
412059531,425311753,Personal Financial Management Course,other
412059532,425311754,Meeting of Creditors 7 (No Asset),other
412059533,425311755,Meeting of Creditors 7 (No Asset),other
412059534,425311756,Meeting of Creditors 7 (No Asset),other
412059535,425311757,Meeting of Creditors 7 (No Asset),other
412059536,425311758,Meeting of Creditors 7 (No Asset),other
412059537,425311759,Meeting of Creditors 7 (No Asset),other
412059538,425311760,Meeting of Creditors 7 (No Asset),other
412059539,425311761,Discharging Debtor(s) - D7A formerly DN7,other
412059540,425311762,Discharging Debtor(s) - D7A formerly DN7,other
412059541,425311763,Discharging Debtor(s) - D7A formerly DN7,other
412059542,425311764,none,other
412059543,425311765,Voluntary Petition (Chapter 7a),pleading
412059544,425311766,Objection,motion
412059545,425311767,Pro Bono Representation of Debtor,other
412059546,425311768,Pro Bono Representation of Debtor,other
412059547,425311769,Pro Bono Representation of Debtor,other
412059548,425311770,Pro Bono Representation of Debtor,other
412059509,,"AT THE REQUEST OF DEFENSE COUNSEL, THE COURT CONTINUES the Sentencing to 2/24/2025 at 11:00 AM before Judge Otis D. Wright II, as to Defendant Mario Sanchez, waiting for a Ninth Circuit decision. THERE IS NO PDF DOCUMENT ASSOCIATED WITH THIS ENTRY. (sce) TEXT ONLY ENTRY (Entered: 08/02/2024)",order
412059510,425311719,Clerk to Enter Default,other
412059511,425311720,Declaration (Motion related),declaration
412059512,425311721,Notice of Filing Transcript,other
412059513,425311722,-Transcript,other
412059514,425311723,CASA Program Status Report,other
412059515,,"COMPLAINT against CENTER FOR VEIN RESTORATION (MD), LLC ( Filing fee $ 405 receipt number AMDDC-11677302.), filed by Maria E Wengert. (Attachments: # 1 Civil Cover Sheet, # 2 Summons)(Ulwick, James) (Entered: 12/23/2024)",pleading
412059516,,"Case Assigned to Judge Deborah L. Boardman. (jf3s, Deputy Clerk)",other
412059517,,"SCHEDULING NOTICE TO ALL PARTIES AND ORDER (IN CHAMBERS) by Judge R. Gary Klausner: Defendant US SBA's Motion to Dismiss Case 8 and Plaintiff's Motion to Remand for Lack of Subject Matter Jurisdiction 12, both calendared for hearing on 12/23/2024, have been taken under submission and off the motion calendar. No appearances by counsel are necessary. The Court will issue a ruling after full consideration of properly submitted pleadings. THERE IS NO PDF DOCUMENT ASSOCIATED WITH THIS ENTRY. (jre) TEXT ONLY ENTRY (Entered: 12/18/2024)",order
412059518,425311740,Transfer of Claim,other
412059519,425311741,Receipt Number and Filing Fee - Generic,other
412059520,425311742,Receipt of Installment Payment (First),other
412059521,425311743,Receipt Number and Filing Fee - Generic,other
412059522,425311744,Financial Management Course Certificate,other
412059523,425311745,Failure to Submit Tax Returns,other
412059524,425311746,Financial Management Course Certificate,other
412059525,425311747,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412059526,425311748,"Amendment to Schedules (A/B,C,G,H,I,J)",other
412059527,425311749,Meeting of Creditors 7 (No Asset),other
412059528,425311750,Personal Financial Management Course Certificate,other
412059489,425311677,AutoClose Bankruptcy Case,other
412059490,425311678,"Leave to File AND Reopen Case (7,11,12,13,15)",motion
412059491,425311679,Discharging Debtor(s) - D7C Formerly DC7,other
412059492,425311680,AutoClose Bankruptcy Case,other
412059493,425311681,Discharging Debtor(s) - D7C Formerly DC7,other
412059494,425311682,AutoClose Bankruptcy Case,other
412059495,425311683,Discharging Debtor(s) - D7C Formerly DC7,other
412059496,425311684,AutoClose Bankruptcy Case,other
412059497,425311685,Discharging Debtor(s) - D7C Formerly DC7,other
412059498,425311686,AutoClose Bankruptcy Case,other
412059499,425311687,Discharging Debtor(s) - D7C Formerly DC7,other
412059500,,"Civil Case Terminated, per 4 Notice of Dismissal with Prejudice. Closing Case. (ps1)",other
412059501,425311693,none,other
412059502,425311694,Relief from Stay - fee,other
412059503,425311695,Abandon AND Relief from Automatic Stay,motion
412059504,425311696,none,other
412059505,425311697,Relief from Stay - fee,other
412059506,,"ON THE COURT'S OWN MOTION, the Sentencing is CONTINUED to 5/20/2024 at 11:00 AM before Judge Otis D. Wright II, as to Defendant Mario Sanchez.THERE IS NO PDF DOCUMENT ASSOCIATED WITH THIS ENTRY. (sce) TEXT ONLY ENTRY (Entered: 03/14/2024)",order
412059507,,"First STIPULATION to Continue SENTENCING HEARING from May 20, 2024 to June 10, 2024 filed by Defendant Mario Sanchez (Attachments: # 1 Proposed Order To Continue Sentencing Hearing)(Nadadur, Ramanujan) (Entered: 04/22/2024)",motion
412059508,,"ORDER CONTINUING SENTENCING HEARING as to Defendant Mario Sanchez by Judge Otis D. Wright, II: Sentencing is continued from May 20, 2024 at 11:00AM to September 23, 2024 at 11:00 AM. NO ADDITIONAL CONTINUANCES WILL BE GRANTED. (lc) (Entered: 04/23/2024)",order
412059469,425311657,Discharging Debtor(s) - D7C Formerly DC7,other
412059470,425311658,Declaration,declaration
412059471,425311660,Automatic Discharge of Debtor - Ch. 7,other
412059472,425311659,Statement About Your Social Security Number (Official Form 121),other
412059473,425311661,Voluntary Petition (Chapter 7),pleading
412059474,425311662,Automatic Discharge of Debtor - Ch. 7,other
412059475,425311664,AutoClose Bankruptcy Case,other
412059476,425311663,Opposition,motion
412059477,425311665,Answer to Complaint,pleading
412059478,425311666,Answer to Complaint,pleading
412059479,425311667,Answer to Complaint,pleading
412059480,425311668,Discharging Debtor(s) - D7C Formerly DC7,other
412059481,425311669,Answer to Complaint,pleading
412059482,425311670,Compensation,other
412059483,425311671,Status Report for Chapter 11 Status Conference,other
412059484,425311672,AutoClose Bankruptcy Case,other
412059485,425311673,Answer to Complaint,pleading
412059486,425311674,Opposition,motion
412059487,425311675,Compensation,other
412059488,425311676,Discharging Debtor(s) - D7C Formerly DC7,other
412059449,425311637,AutoClose Bankruptcy Case,other
412059450,425311638,Discharging Debtor(s) - D7C Formerly DC7,other
412059451,425311639,Extend/ShortenTime (Motion),motion
412059452,425311640,AutoClose Bankruptcy Case,other
412059453,425311641,Disclosure of Compensation,other
412059454,425311642,Certification of Completion of Financial Management Course (eFinCert),other
412059455,425311643,Discharging Debtor(s) - D7C Formerly DC7,other
412059456,425311644,AutoClose Bankruptcy Case,other
412059457,425311645,Discharging Debtor(s) - D7C Formerly DC7,other
412059458,425311646,Answer to Complaint,pleading
412059459,425311647,AutoClose Bankruptcy Case,other
412059460,425311648,Discharging Debtor(s) - D7C Formerly DC7,other
412059461,425311649,AutoClose Bankruptcy Case,other
412059462,425311650,Discharging Debtor(s) - D7C Formerly DC7,other
412059463,425311651,AutoClose Bankruptcy Case,other
412059464,425311652,Discharging Debtor(s) - D7C Formerly DC7,other
412059465,425311653,AutoClose Bankruptcy Case,other
412059466,425311654,Discharging Debtor(s) - D7C Formerly DC7,other
412059467,425311655,AutoClose Bankruptcy Case,other
412059468,425311656,Automatic Discharge of Debtor - Ch. 7,other
412059429,425311617,AutoClose Bankruptcy Case,other
412059430,,"AT THE REQUEST OF COUNSEL, a Change of Plea Hearing is set for 11/12/2024 at 2:30 PM before Judge Otis D. Wright II, as to Defendant Felipe Valentin.THERE IS NO PDF DOCUMENT ASSOCIATED WITH THIS ENTRY. (sce) TEXT ONLY ENTRY (Entered: 11/01/2024)",order
412059431,,"MINUTES OF Change of Plea Hearing held before Judge Otis D. Wright, II:As to Defendant Felipe Valentin. Defendant sworn. Court questions defendant regarding the plea. The Defendant Felipe Valentin (1) pleads GUILTY to Count 2. The plea is accepted. The Court refers the defendant to the Probation Office for the preparation of a presentence report and continues the matter to March 24, 2025 at 10:30 a.m., for sentencing. Position papers are due 2 weeks before the sentencing. If the papers are NOT submitted in time, they will not be considered. All dates other than the sentencing hearing date are vacated as to this defendant. Court Smart: Court Smart. (lc) (Entered: 11/12/2024)",other
412059432,425311620,Discharging Debtor(s) - D7C Formerly DC7,other
412059433,425311621,AutoClose Bankruptcy Case,other
412059434,425311622,Discharging Debtor(s) - D7C Formerly DC7,other
412059435,425311623,AutoClose Bankruptcy Case,other
412059436,425311624,Discharging Debtor(s) - D7C Formerly DC7,other
412059437,425311625,AutoClose Bankruptcy Case,other
412059438,425311626,Discharging Debtor(s) - D7C Formerly DC7,other
412059439,425311627,AutoClose Bankruptcy Case,other
412059440,425311628,Discharging Debtor(s) - D7C Formerly DC7,other
412059441,425311629,AutoClose Bankruptcy Case,other
412059442,425311630,Discharging Debtor(s) - D7C Formerly DC7,other
412059443,425311631,AutoClose Bankruptcy Case,other
412059444,425311632,Discharging Debtor(s) - D7C Formerly DC7,other
412059445,425311633,AutoClose Bankruptcy Case,other
412059446,425311634,Discharging Debtor(s) - D7C Formerly DC7,other
412059447,425311635,AutoClose Bankruptcy Case,other
412059448,425311636,Discharging Debtor(s) - D7C Formerly DC7,other
412059409,425311597,AutoClose Bankruptcy Case,other
412059410,425311598,Discharging Debtor(s) - D7C Formerly DC7,other
412059411,425311599,AutoClose Bankruptcy Case,other
412059412,425311600,Discharging Debtor(s) - D7C Formerly DC7,other
412059413,425311601,Financial Management Course,other
412059414,425311602,AutoClose Bankruptcy Case,other
412059415,425311603,Discharging Debtor(s) - D7C Formerly DC7,other
412059416,425311604,AutoClose Bankruptcy Case,other
412059417,425311605,Discharging Debtor(s) - D7C Formerly DC7,other
412059418,425311606,AutoClose Bankruptcy Case,other
412059419,425311607,Discharging Debtor(s) - D7C Formerly DC7,other
412059420,425311608,AutoClose Bankruptcy Case,other
412059421,425311609,Discharging Debtor(s) - D7C Formerly DC7,other
412059422,425311610,(NO PAPER) - 521 Compliance Entry,other
